Commune;Code département;Département;EPCI;Code région;Région;Compte;Date de la donnée;Code EPCI;Régime d'exploitation;Puissance de raccordement;Filière;Coordonnées géographiques;Code Insee Commune
Moustéru;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;2;2017-12;200067981;;;Solaire;48.528817497, -3.234933714;22156
Moutiers;35;Ille-et-Vilaine;CA Vitré Communauté;53;Bretagne;19;2017-12;200039022;Realised;143.90000000000003;Solaire;47.976041218, -1.20520603;35200
Muzillac;56;Morbihan;CC Arc Sud Bretagne;53;Bretagne;1;2017-12;200027027;Project;90.0;Solaire;47.554979816, -2.4736347050000003;56143
Muzillac;56;Morbihan;CC Arc Sud Bretagne;53;Bretagne;30;2017-12;200027027;Realised;233.74000000000004;Solaire;47.554979816, -2.4736347050000003;56143
Nostang;56;Morbihan;CC de Blavet Bellevue Océan;53;Bretagne;5;2017-12;245600440;;;Solaire;47.756995601, -3.17537913;56148
Noyal-Pontivy;56;Morbihan;CC Pontivy Communauté;53;Bretagne;26;2017-12;245614433;Realised;197.20000000000002;Solaire;48.061381976, -2.891156423;56151
Névez;29;Finistère;CA Concarneau Cornouaille Agglomération;53;Bretagne;13;2017-12;242900769;Realised;136.14;Solaire;47.815419837, -3.775885169;29153
Orgères;35;Ille-et-Vilaine;Rennes Métropole;53;Bretagne;1;2017-12;243500139;Project;208.0;Solaire;47.98519433, -1.665732974;35208
Ouessant;29;Finistère;Sans objet;53;Bretagne;3;2017-12;ZZZZZZZZZ;Realised;51.0;Solaire;48.460572803, -5.085753795;29155
Pacé;35;Ille-et-Vilaine;Rennes Métropole;53;Bretagne;42;2017-12;243500139;Realised;649.7;Solaire;48.152607315, -1.777240747;35210
Parcé;35;Ille-et-Vilaine;CA Fougères Agglomération;53;Bretagne;10;2017-12;200072452;Realised;46.3;Solaire;48.270923237, -1.194660463;35214
Parthenay-de-Bretagne;35;Ille-et-Vilaine;Rennes Métropole;53;Bretagne;8;2017-12;243500139;Realised;176.34;Solaire;48.188000245, -1.829170382;35216
Peillac;56;Morbihan;CA Redon Agglomération;53;Bretagne;8;2017-12;243500741;;;Solaire;47.715207252, -2.218820362;56154
Penmarch;29;Finistère;CC du Pays Bigouden Sud;53;Bretagne;17;2017-12;242900702;Realised;83.69999999999999;Solaire;47.812271991, -4.341289886;29158
Penvénan;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;15;2017-12;200065928;Realised;232.4;Solaire;48.816988731, -3.301984969;22166
Peumerit-Quintin;22;Côtes-d'Armor;CC du Kreiz-Breizh (CCKB);53;Bretagne;2;2017-12;242200715;;;Solaire;48.363397501, -3.28516569;22169
Pleine-Fougères;35;Ille-et-Vilaine;CC du Pays de Dol et de la Baie du Mont-Saint-Michel;53;Bretagne;12;2017-12;200070670;Realised;134.1;Solaire;48.531009547, -1.5735806760000002;35222
Plerneuf;22;Côtes-d'Armor;CC Leff Armor Communauté;53;Bretagne;5;2017-12;200069086;;;Solaire;48.505746686, -2.880495906;22188
Plescop;56;Morbihan;CA Golfe du Morbihan - Vannes Agglomération;53;Bretagne;34;2017-12;200067932;Realised;166.35;Solaire;47.697511098, -2.831207496;56158
Plesder;35;Ille-et-Vilaine;CC Bretagne Romantique;53;Bretagne;18;2017-12;243500733;Realised;358.5;Solaire;48.417806102, -1.930001296;35225
Pleugueneuc;35;Ille-et-Vilaine;CC Bretagne Romantique;53;Bretagne;25;2017-12;243500733;Realised;470.70000000000005;Solaire;48.404477226, -1.885793596;35226
Pleyben;29;Finistère;CC Pleyben-Châteaulin-Porzay;53;Bretagne;1;2017-12;200067247;Project;99.9;Solaire;48.238017198, -3.975590194;29162
Plobannalec-Lesconil;29;Finistère;CC du Pays Bigouden Sud;53;Bretagne;13;2017-12;242900702;Realised;51.9;Solaire;47.821116714, -4.228207826;29165
Ploemel;56;Morbihan;CC Auray Quiberon Terre Atlantique;53;Bretagne;25;2017-12;200043123;Realised;291.16999999999996;Solaire;47.659537899, -3.071658789;56161
Ploeren;56;Morbihan;CA Golfe du Morbihan - Vannes Agglomération;53;Bretagne;42;2017-12;200067932;Realised;592.7999999999998;Solaire;47.661712579, -2.842842064;56164
Plogastel-Saint-Germain;29;Finistère;CC du Haut Pays Bigouden;53;Bretagne;9;2017-12;242900710;Realised;61.4;Solaire;47.977410166, -4.263801143;29167
Plogoff;29;Finistère;CC Cap Sizun - Pointe du Raz;53;Bretagne;3;2017-12;242900629;;;Solaire;48.035037943, -4.679368473;29168
Plomodiern;29;Finistère;CC Pleyben-Châteaulin-Porzay;53;Bretagne;22;2017-12;200067247;Realised;179.95000000000002;Solaire;48.180898454, -4.217505082;29172
Plonéour-Lanvern;29;Finistère;CC du Haut Pays Bigouden;53;Bretagne;42;2017-12;242900710;Realised;1322.9700000000003;Solaire;47.908579753, -4.265105738;29174
Plouasne;22;Côtes-d'Armor;CA Dinan Agglomération;53;Bretagne;1;2017-12;200068989;Project;85.0;Solaire;48.311695291, -2.007959888;22208
Ploubazlanec;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;21;2017-12;200067981;Realised;769.1999999999999;Solaire;48.805381445, -3.044308026;22210
Ploudaniel;29;Finistère;CC Communauté Lesneven Côte des Légendes;53;Bretagne;40;2017-12;242900793;Realised;395.2899999999999;Solaire;48.522979667, -4.313773603;29179
Plouescat;29;Finistère;CC Haut-Léon Communauté;53;Bretagne;39;2017-12;200067072;Realised;585.05;Solaire;48.665462971, -4.180094953;29185
Ploufragan;22;Côtes-d'Armor;CA Saint-Brieuc Armor Agglomération;53;Bretagne;56;2017-12;200069409;Realised;2039.0000000000005;Solaire;48.487239225, -2.808132822;22215
Plougar;29;Finistère;CC du Pays de Landivisiau;53;Bretagne;11;2017-12;242900751;Realised;164.75;Solaire;48.556459798, -4.1286041430000004;29187
Plougonvelin;29;Finistère;CC du Pays d'Iroise;53;Bretagne;9;2017-12;242900074;;;Solaire;48.350970226, -4.718034522;29190
Plougoulm;29;Finistère;CC Haut-Léon Communauté;53;Bretagne;2;2017-12;200067072;Project;131.98;Solaire;48.656210333, -4.041841024;29192
Plouguenast-Langast;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;32;2017-12;200067460;Realised;206.5;Solaire;48.277133546, -2.709941366;22219
Plouguiel;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;8;2017-12;200065928;;;Solaire;48.80483866, -3.244703686;22221
Plouguin;29;Finistère;CC du Pays des Abers;53;Bretagne;27;2017-12;242900553;Realised;209.51999999999998;Solaire;48.528918665, -4.59256332;29196
Plouha;22;Côtes-d'Armor;CC Leff Armor Communauté;53;Bretagne;24;2017-12;200069086;Realised;61.449999999999996;Solaire;48.682016299, -2.9313894080000003;22222
Plouhinec;56;Morbihan;CC de Blavet Bellevue Océan;53;Bretagne;28;2017-12;245600440;Realised;88.35000000000002;Solaire;47.692379056, -3.234690427;56169
Plouisy;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;8;2017-12;200067981;;;Solaire;48.583998753, -3.191180939;22223
Ploumilliau;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;14;2017-12;200065928;Realised;40.9;Solaire;48.683911389, -3.5135565680000003;22226
Ploumoguer;29;Finistère;CC du Pays d'Iroise;53;Bretagne;11;2017-12;242900074;Realised;150.6;Solaire;48.399684575, -4.715705639;29201
Plounévez-Lochrist;29;Finistère;CC Haut-Léon Communauté;53;Bretagne;66;2017-12;200067072;Realised;992.56;Solaire;48.619664803, -4.198616508;29206
Plounévézel;29;Finistère;CC Poher communauté;53;Bretagne;1;2017-12;242900744;Project;36.0;Solaire;48.31208484, -3.5747374020000002;29205
Plourin;29;Finistère;CC du Pays d'Iroise;53;Bretagne;14;2017-12;242900074;Realised;374.3999999999999;Solaire;48.50295375, -4.684427965;29208
Plourin-lès-Morlaix;29;Finistère;CA Morlaix Communauté;53;Bretagne;18;2017-12;242900835;Realised;70.17;Solaire;48.521765382, -3.800475567;29207
Plourivo;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;15;2017-12;200067981;Realised;317.56;Solaire;48.74143141, -3.092626865;22233
Plouvara;22;Côtes-d'Armor;CC Leff Armor Communauté;53;Bretagne;10;2017-12;200069086;Realised;33.6;Solaire;48.497141016, -2.925149792;22234
Plouzélambre;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;1;2017-12;200065928;;;Solaire;48.647861264, -3.536870241;22235
Plouzévédé;29;Finistère;CC du Pays de Landivisiau;53;Bretagne;2;2017-12;242900751;Project;410.1;Solaire;48.592374493, -4.095786566;29213
Plouëc-du-Trieux;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;12;2017-12;200067981;Realised;67.60000000000001;Solaire;48.672241608, -3.187388306;22212
Ploëzal;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;9;2017-12;200067981;Realised;139.7;Solaire;48.717080506, -3.180179607;22204
Plumaudan;22;Côtes-d'Armor;CA Dinan Agglomération;53;Bretagne;2;2017-12;200068989;Project;165.2;Solaire;48.35638779, -2.115119899;22239
Plumelec;56;Morbihan;CC Centre Morbihan Communauté;53;Bretagne;38;2017-12;200067221;Realised;678.55;Solaire;47.825714211, -2.62351378;56172
Plumelin;56;Morbihan;CC Centre Morbihan Communauté;53;Bretagne;27;2017-12;200067221;Realised;1241.6500000000003;Solaire;47.88233049, -2.887442705;56174
Pluzunet;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;6;2017-12;200065928;;;Solaire;48.63666739, -3.371480483;22245
Plédran;22;Côtes-d'Armor;CA Saint-Brieuc Armor Agglomération;53;Bretagne;24;2017-12;200069409;Realised;73.85;Solaire;48.443150883, -2.745126061;22176
Pléguien;22;Côtes-d'Armor;CC Leff Armor Communauté;53;Bretagne;11;2017-12;200069086;Realised;61.74999999999999;Solaire;48.634801668, -2.948290709;22177
Pléhédel;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;10;2017-12;200067981;Realised;28.0;Solaire;48.694721497, -3.006596485;22178
Plélan-le-Petit;22;Côtes-d'Armor;CA Dinan Agglomération;53;Bretagne;17;2017-12;200068989;Realised;470.69999999999993;Solaire;48.426910024, -2.22409715;22180
Plélauff;22;Côtes-d'Armor;CC du Kreiz-Breizh (CCKB);53;Bretagne;5;2017-12;242200715;;;Solaire;48.198244278, -3.203830075;22181
Plémet;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;17;2017-12;200067460;Realised;1103.7600000000004;Solaire;48.174549233, -2.597173725;22183
Plœuc-L'Hermitage;22;Côtes-d'Armor;CA Saint-Brieuc Armor Agglomération;53;Bretagne;1;2017-12;200069409;Project;99.6;Solaire;48.340662697, -2.795312277;22203
Pocé-les-Bois;35;Ille-et-Vilaine;CA Vitré Communauté;53;Bretagne;13;2017-12;200039022;Realised;144.0;Solaire;48.114986443, -1.259082708;35229
Poilley;35;Ille-et-Vilaine;CA Fougères Agglomération;53;Bretagne;17;2017-12;200072452;Realised;293.2;Solaire;48.465925436, -1.25661478;35230
Pont-Aven;29;Finistère;CA Concarneau Cornouaille Agglomération;53;Bretagne;8;2017-12;242900769;Realised;104.3;Solaire;47.872118169, -3.76577961;29217
Pont-Croix;29;Finistère;CC Cap Sizun - Pointe du Raz;53;Bretagne;3;2017-12;242900629;;;Solaire;48.046774078, -4.496821028;29218
Pont-Scorff;56;Morbihan;CA Lorient Agglomération;53;Bretagne;24;2017-12;200042174;Realised;63.64999999999999;Solaire;47.839516936, -3.419868984;56179
Pont-de-Buis-lès-Quimerch;29;Finistère;CC Presqu'île de Crozon-Aulne maritime;53;Bretagne;38;2017-12;200066868;Realised;382.45000000000005;Solaire;48.27529705, -4.106968058;29302
Porcaro;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;9;2017-12;200066785;;;Solaire;47.919922141, -2.193452737;56180
Pordic;22;Côtes-d'Armor;CA Saint-Brieuc Armor Agglomération;53;Bretagne;47;2017-12;200069409;Realised;333.3999999999999;Solaire;48.567359419, -2.830159348;22251
Port-Louis;56;Morbihan;CA Lorient Agglomération;53;Bretagne;9;2017-12;200042174;Realised;69.8;Solaire;47.70954788, -3.34994098;56181
Pouldergat;29;Finistère;CC Douarnenez Communauté;53;Bretagne;6;2017-12;242900645;;;Solaire;48.040129007, -4.326427779;29224
Poullan-sur-Mer;29;Finistère;CC Douarnenez Communauté;53;Bretagne;20;2017-12;242900645;Realised;311.2;Solaire;48.077106556, -4.397620118;29226
Poullaouen;29;Finistère;CC Poher communauté;53;Bretagne;12;2017-12;242900744;Realised;72.30000000000001;Solaire;48.345412663, -3.630161619;29227
Primelin;29;Finistère;CC Cap Sizun - Pointe du Raz;53;Bretagne;1;2017-12;242900629;;;Solaire;48.028950399, -4.605191734;29228
Princé;35;Ille-et-Vilaine;CA Vitré Communauté;53;Bretagne;10;2017-12;200039022;Realised;150.0;Solaire;48.237492874, -1.105792771;35232
Priziac;56;Morbihan;CC Roi Morvan Communauté;53;Bretagne;7;2017-12;245614417;Realised;155.64;Solaire;48.055546828, -3.435130979;56182
Quemperven;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;6;2017-12;200065928;Realised;202.9;Solaire;48.725626797, -3.33666991;22257
Quessoy;22;Côtes-d'Armor;CA de Lamballe Terre et Mer;53;Bretagne;23;2017-12;200069391;Realised;245.50000000000003;Solaire;48.426798978, -2.656467827;22258
Questembert;56;Morbihan;CC Questembert Communauté;53;Bretagne;43;2017-12;245614383;Realised;619.6199999999999;Solaire;47.663908579, -2.436525622;56184
Quistinic;56;Morbihan;CA Lorient Agglomération;53;Bretagne;7;2017-12;200042174;Realised;36.599999999999994;Solaire;47.909220354, -3.127425886;56188
Québriac;35;Ille-et-Vilaine;CC Bretagne Romantique;53;Bretagne;24;2017-12;243500733;Realised;138.8;Solaire;48.356533711, -1.812969972;35233
Quévert;22;Côtes-d'Armor;CA Dinan Agglomération;53;Bretagne;17;2017-12;200068989;Realised;90.30000000000001;Solaire;48.463002731, -2.085735173;22259
Radenac;56;Morbihan;CC Pontivy Communauté;53;Bretagne;12;2017-12;245614433;Realised;65.2;Solaire;47.948990913, -2.713258442;56189
Renac;35;Ille-et-Vilaine;CA Redon Agglomération;53;Bretagne;12;2017-12;243500741;Realised;186.9;Solaire;47.727757499, -1.966806795;35237
Rennes;35;Ille-et-Vilaine;Rennes Métropole;53;Bretagne;142;2017-12;243500139;Realised;933.72;Solaire;48.111576841, -1.681911897;35238
Rimou;35;Ille-et-Vilaine;CC Couesnon Marches de Bretagne;53;Bretagne;7;2017-12;200070688;Realised;57.8;Solaire;48.38764211, -1.528414625;35242
Rives-du-Couesnon;35;Ille-et-Vilaine;CA Fougères Agglomération;53;Bretagne;1;2017-12;200072452;Project;95.0;Solaire;48.276902875, -1.368765511;35282
Rochefort-en-Terre;56;Morbihan;CC Questembert Communauté;53;Bretagne;2;2017-12;245614383;Realised;56.0;Solaire;47.69896847, -2.344414991;56196
Roscoff;29;Finistère;CC Haut-Léon Communauté;53;Bretagne;15;2017-12;200067072;Realised;126.3;Solaire;48.711895433, -3.98883346;29239
Rospez;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;23;2017-12;200065928;Realised;157.80000000000004;Solaire;48.735650357, -3.386747129;22265
Roz-Landrieux;35;Ille-et-Vilaine;CC du Pays de Dol et de la Baie du Mont-Saint-Michel;53;Bretagne;10;2017-12;200070670;Realised;133.8;Solaire;48.545772836, -1.817520443;35246
Roz-sur-Couesnon;35;Ille-et-Vilaine;CC du Pays de Dol et de la Baie du Mont-Saint-Michel;53;Bretagne;14;2017-12;200070670;Realised;78.89999999999999;Solaire;48.596309422, -1.5932068350000002;35247
Saint-Abraham;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;2;2017-12;200066785;;;Solaire;47.848178269, -2.406358188;56202
Saint-Agathon;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;9;2017-12;200067981;;;Solaire;48.563017251, -3.100781331;22272
Saint-Armel;56;Morbihan;CA Golfe du Morbihan - Vannes Agglomération;53;Bretagne;8;2017-12;200067932;;;Solaire;47.563069754, -2.712663075;56205
Saint-Aubin-des-Landes;35;Ille-et-Vilaine;CA Vitré Communauté;53;Bretagne;5;2017-12;200039022;Realised;76.6;Solaire;48.10031771, -1.291454107;35252
Saint-Bihy;22;Côtes-d'Armor;CA Saint-Brieuc Armor Agglomération;53;Bretagne;5;2017-12;200069409;Realised;130.1;Solaire;48.375424363, -2.967237901;22276
Saint-Broladre;35;Ille-et-Vilaine;CC du Pays de Dol et de la Baie du Mont-Saint-Michel;53;Bretagne;8;2017-12;200070670;;;Solaire;48.580093659, -1.661028605;35259
Saint-Caradec;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;1;2017-12;200067460;Project;100.0;Solaire;48.191813209, -2.867595008;22279
Saint-Carné;22;Côtes-d'Armor;CA Dinan Agglomération;53;Bretagne;6;2017-12;200068989;;;Solaire;48.419177111, -2.055072809;22280
Saint-Connec;22;Côtes-d'Armor;CC Pontivy Communauté;53;Bretagne;2;2017-12;245614433;;;Solaire;48.180157889, -2.925725719;22285
Saint-Coulitz;29;Finistère;CC Pleyben-Châteaulin-Porzay;53;Bretagne;3;2017-12;200067247;;;Solaire;48.182178377, -4.066872315;29243
Saint-Didier;35;Ille-et-Vilaine;CA Vitré Communauté;53;Bretagne;25;2017-12;200039022;Realised;115.30000000000001;Solaire;48.093228146, -1.357950067;35264
Saint-Divy;29;Finistère;CC du Pays de Landerneau-Daoulas;53;Bretagne;32;2017-12;242900801;Realised;331.29999999999995;Solaire;48.454282849, -4.33028153;29245
Saint-Germain-en-Coglès;35;Ille-et-Vilaine;CC Couesnon Marches de Bretagne;53;Bretagne;31;2017-12;200070688;Realised;214.00000000000006;Solaire;48.397500152, -1.264794149;35273
Saint-Gilles;35;Ille-et-Vilaine;Rennes Métropole;53;Bretagne;39;2017-12;243500139;Realised;724.16;Solaire;48.152171529, -1.8538966060000002;35275
Saint-Glen;22;Côtes-d'Armor;CA de Lamballe Terre et Mer;53;Bretagne;12;2017-12;200069391;Realised;30.9;Solaire;48.353119444, -2.521306168;22296
Saint-Gonnery;56;Morbihan;CC Pontivy Communauté;53;Bretagne;8;2017-12;245614433;Realised;84.5;Solaire;48.12572323, -2.8211508800000002;56215
Saint-Gorgon;56;Morbihan;CA Redon Agglomération;53;Bretagne;2;2017-12;243500741;;;Solaire;47.642034865, -2.238144171;56216
Saint-Gravé;56;Morbihan;CC Questembert Communauté;53;Bretagne;9;2017-12;245614383;;;Solaire;47.722794787, -2.288529846;56218
Saint-Guinoux;35;Ille-et-Vilaine;CA du Pays de Saint Malo Agglomération;53;Bretagne;12;2017-12;243500782;Realised;33.05;Solaire;48.579989362, -1.888682641;35279
Saint-Hélen;22;Côtes-d'Armor;CA Dinan Agglomération;53;Bretagne;9;2017-12;200068989;;;Solaire;48.465890265, -1.959229308;22299
Saint-Igeaux;22;Côtes-d'Armor;CC du Kreiz-Breizh (CCKB);53;Bretagne;4;2017-12;242200715;Realised;170.8;Solaire;48.277481673, -3.114387794;22334
Saint-Jacut-les-Pins;56;Morbihan;CA Redon Agglomération;53;Bretagne;9;2017-12;243500741;;;Solaire;47.67774869, -2.212488437;56221
Saint-Jean-la-Poterie;56;Morbihan;CA Redon Agglomération;53;Bretagne;16;2017-12;243500741;Realised;80.1;Solaire;47.645415677, -2.122755892;56223
Saint-Jouan-des-Guérets;35;Ille-et-Vilaine;CA du Pays de Saint Malo Agglomération;53;Bretagne;14;2017-12;243500782;Realised;135.2;Solaire;48.60392736, -1.965357508;35284
Saint-Julien;22;Côtes-d'Armor;CA Saint-Brieuc Armor Agglomération;53;Bretagne;11;2017-12;200069409;Realised;29.099999999999998;Solaire;48.447472557, -2.8179249840000002;22307
Saint-Launeuc;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;3;2017-12;200067460;;;Solaire;48.232007539, -2.354002973;22309
Saint-Laurent-sur-Oust;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;2;2017-12;200066785;;;Solaire;47.791742696, -2.313885171;56224
Saint-Lormel;22;Côtes-d'Armor;CA Dinan Agglomération;53;Bretagne;10;2017-12;200068989;Realised;25.800000000000004;Solaire;48.551837372, -2.235054827;22311
Saint-Léger-des-Prés;35;Ille-et-Vilaine;CC Bretagne Romantique;53;Bretagne;3;2017-12;243500733;;;Solaire;48.388306451, -1.6569983719999999;35286
Saint-M'Hervé;35;Ille-et-Vilaine;CA Vitré Communauté;53;Bretagne;24;2017-12;200039022;Realised;154.12;Solaire;48.172432232, -1.111446191;35300
Saint-Malo-de-Beignon;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;6;2017-12;200066785;;;Solaire;47.956040012, -2.144922649;56226
Saint-Marc-le-Blanc;35;Ille-et-Vilaine;CC Couesnon Marches de Bretagne;53;Bretagne;22;2017-12;200070688;Realised;212.90000000000003;Solaire;48.375648542, -1.404099828;35292
Saint-Marcel;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;12;2017-12;200066785;Realised;216.10000000000002;Solaire;47.811568657, -2.416867019;56228
Saint-Martin-des-Prés;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;8;2017-12;200067460;Realised;44.199999999999996;Solaire;48.305384721, -2.964670146;22313
Saint-Maudez;22;Côtes-d'Armor;CA Dinan Agglomération;53;Bretagne;2;2017-12;200068989;;;Solaire;48.454571606, -2.182551317;22315
Saint-Maugan;35;Ille-et-Vilaine;CC de Saint-Méen Montauban;53;Bretagne;12;2017-12;200038990;Realised;38.879999999999995;Solaire;48.136666632, -2.102105944;35295
Saint-Michel-en-Grève;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;1;2017-12;200065928;;;Solaire;48.674232396, -3.556572853;22319
Saint-Méen;29;Finistère;CC Communauté Lesneven Côte des Légendes;53;Bretagne;10;2017-12;242900793;Realised;30.4;Solaire;48.554589487, -4.258950817;29255
Saint-Nic;29;Finistère;CC Pleyben-Châteaulin-Porzay;53;Bretagne;17;2017-12;200067247;Realised;165.70000000000002;Solaire;48.210881262, -4.280526125;29256
Saint-Perreux;56;Morbihan;CA Redon Agglomération;53;Bretagne;9;2017-12;243500741;;;Solaire;47.672467333, -2.12283028;56232
Saint-Pierre-Quiberon;56;Morbihan;CC Auray Quiberon Terre Atlantique;53;Bretagne;21;2017-12;200043123;Realised;58.2;Solaire;47.522727215, -3.138435121;56234
Saint-Péver;22;Côtes-d'Armor;CC Leff Armor Communauté;53;Bretagne;5;2017-12;200069086;Realised;38.8;Solaire;48.482566517, -3.090730422;22322
Saint-Rieul;22;Côtes-d'Armor;CA de Lamballe Terre et Mer;53;Bretagne;7;2017-12;200069391;;;Solaire;48.442830451, -2.420450193;22326
Saint-Servais;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;1;2017-12;200067981;;;Solaire;48.386699924, -3.374267262;22328
Saint-Thual;35;Ille-et-Vilaine;CC Bretagne Romantique;53;Bretagne;9;2017-12;243500733;Realised;121.95;Solaire;48.335543933, -1.9317742290000002;35318
Saint-Thurien;29;Finistère;CA Quimperlé Communauté;53;Bretagne;8;2017-12;242900694;Realised;37.599999999999994;Solaire;47.956761801, -3.619965117;29269
Saint-Thégonnec Loc-Eguiner;29;Finistère;CA Morlaix Communauté;53;Bretagne;26;2017-12;242900835;Realised;452.3999999999999;Solaire;48.502195037999996, -3.940603732;29266
Saint-Thélo;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;5;2017-12;200067460;;;Solaire;48.246273731, -2.841070203;22330
Saint-Vincent-sur-Oust;56;Morbihan;CA Redon Agglomération;53;Bretagne;17;2017-12;243500741;Realised;136.29999999999998;Solaire;47.702321096, -2.148433867;56239
Saint-Vougay;29;Finistère;CC du Pays de Landivisiau;53;Bretagne;26;2017-12;242900751;Realised;562.0999999999999;Solaire;48.588784887, -4.146299914;29271
Saint-Yvi;29;Finistère;CA Concarneau Cornouaille Agglomération;53;Bretagne;1;2017-12;242900769;Project;99.6;Solaire;47.959884983, -3.9389641490000002;29272
Sainte-Anne-d'Auray;56;Morbihan;CC Auray Quiberon Terre Atlantique;53;Bretagne;50;2017-12;200043123;Realised;136.5;Solaire;47.700366818, -2.95285699;56263
Sainte-Anne-sur-Vilaine;35;Ille-et-Vilaine;CC Bretagne porte de Loire Communauté;53;Bretagne;16;2017-12;200070662;Realised;135.7;Solaire;47.734123037, -1.805150414;35249
Sainte-Sève;29;Finistère;CA Morlaix Communauté;53;Bretagne;10;2017-12;242900835;Realised;146.8;Solaire;48.560167466, -3.889225154;29265
Sarzeau;56;Morbihan;CA Golfe du Morbihan - Vannes Agglomération;53;Bretagne;50;2017-12;200067932;Realised;393.12;Solaire;47.523805736, -2.7516343340000002;56240
Sens-de-Bretagne;35;Ille-et-Vilaine;CC du Val d'Ille-Aubigné;53;Bretagne;21;2017-12;243500667;Realised;233.25000000000003;Solaire;48.336432972, -1.553947694;35326
Servon-sur-Vilaine;35;Ille-et-Vilaine;CC Pays de Châteaugiron Communauté;53;Bretagne;30;2017-12;243500659;Realised;267.00000000000006;Solaire;48.12104719, -1.4579877190000001;35327
Silfiac;56;Morbihan;CC Pontivy Communauté;53;Bretagne;6;2017-12;245614433;Realised;303.55;Solaire;48.14481664, -3.172901095;56245
Sixt-sur-Aff;35;Ille-et-Vilaine;CA Redon Agglomération;53;Bretagne;17;2017-12;243500741;Realised;84.85;Solaire;47.774871759, -2.049645445;35328
Sizun;29;Finistère;CC du Pays de Landivisiau;53;Bretagne;18;2017-12;242900751;Realised;124.79999999999998;Solaire;48.394845091, -4.045139377;29277
Sougéal;35;Ille-et-Vilaine;CC du Pays de Dol et de la Baie du Mont-Saint-Michel;53;Bretagne;9;2017-12;200070670;;;Solaire;48.502221983, -1.515077522;35329
Sulniac;56;Morbihan;CA Golfe du Morbihan - Vannes Agglomération;53;Bretagne;40;2017-12;200067932;Realised;181.70000000000002;Solaire;47.66027023, -2.5622016739999998;56247
Séné;56;Morbihan;CA Golfe du Morbihan - Vannes Agglomération;53;Bretagne;39;2017-12;200067932;Realised;114.05000000000001;Solaire;47.623760257, -2.730700699;56243
Sérent;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;29;2017-12;200066785;Realised;393.96999999999997;Solaire;47.824841911, -2.497406229;56244
Taden;22;Côtes-d'Armor;CA Dinan Agglomération;53;Bretagne;12;2017-12;200068989;Realised;76.39999999999999;Solaire;48.487855766, -2.054179851;22339
Taillis;35;Ille-et-Vilaine;CA Vitré Communauté;53;Bretagne;19;2017-12;200039022;Realised;99.82000000000002;Solaire;48.184303004, -1.24002181;35330
Talensac;35;Ille-et-Vilaine;CC Montfort Communauté;53;Bretagne;40;2017-12;243500550;Realised;392.38000000000005;Solaire;48.091112904, -1.926215966;35331
Taulé;29;Finistère;CA Morlaix Communauté;53;Bretagne;1;2017-12;242900835;Project;90.0;Solaire;48.604363995, -3.89892103;29279
Teillay;35;Ille-et-Vilaine;CC Bretagne porte de Loire Communauté;53;Bretagne;10;2017-12;200070662;Realised;124.9;Solaire;47.807511739, -1.522236104;35332
