Commune;Code département;Département;EPCI;Code région;Région;Compte;Date de la donnée;Code EPCI;Régime d'exploitation;Puissance de raccordement;Filière;Coordonnées géographiques;Code Insee Commune
Saint-Barnabé;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;2;2020-12;200067460;Realised;22000.0;Éolien;48.1383637671, -2.70188479455;22275
Saint-Laurent-sur-Oust;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;1;2020-12;200066785;Realised;8000.0;Éolien;47.7918218379, -2.31430772802;56224
Saint-Martin-sur-Oust;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;1;2020-12;200066785;Realised;9000.0;Éolien;47.7625644099, -2.26391469379;56229
Saint-Servais;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;1;2020-12;200067981;Realised;5600.0;Éolien;48.3866899196, -3.37424456505;22328
Saint-Servant;56;Morbihan;CC Ploërmel Communauté;53;Bretagne;1;2020-12;200066777;Realised;12000.0;Éolien;47.89876779, -2.5120013112;56236
Saint-Thégonnec Loc-Eguiner;29;Finistère;CA Morlaix Communauté;53;Bretagne;1;2020-12;242900835;Realised;4000.0;Éolien;48.5113171528, -3.93813377559;29266
Sainte-Marie;35;Ille-et-Vilaine;CA Redon Agglomération;53;Bretagne;1;2020-12;243500741;Realised;1250.0;Éolien;47.6935116851, -2.01321068932;35294
Teillay;35;Ille-et-Vilaine;CC Bretagne porte de Loire Communauté;53;Bretagne;1;2020-12;200070662;Realised;8000.0;Éolien;47.8077925322, -1.5223130707;35332
Yvignac-la-Tour;22;Côtes-d'Armor;CA Dinan Agglomération;53;Bretagne;1;2020-12;200068989;Realised;8000.0;Éolien;48.3488527307, -2.17094067762;22391
Allaire;56;Morbihan;CA Redon Agglomération;53;Bretagne;1;2021-07;243500741;Realised;8200.0;Éolien;47.6392193445, -2.17681507496;56001
Bourbriac;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;1;2021-07;200067981;Realised;10000.0;Éolien;48.465978498, -3.19983137965;22013
Buléon;56;Morbihan;CC Centre Morbihan Communauté;53;Bretagne;1;2021-07;200067221;Realised;13200.0;Éolien;47.9204907078, -2.675100146;56027
Campénéac;56;Morbihan;CC Ploërmel Communauté;53;Bretagne;1;2021-07;200066777;Realised;12000.0;Éolien;47.962439437, -2.27757699452;56032
Cast;29;Finistère;CC Pleyben-Châteaulin-Porzay;53;Bretagne;3;2021-07;200067247;Realised;20000.0;Éolien;48.1490980732, -4.11928421519;29025
Clohars-Carnoët;29;Finistère;CA Quimperlé Communauté;53;Bretagne;1;2021-07;242900694;;;Éolien;47.7943407144, -3.56681364982;29031
Dinéault;29;Finistère;CC Pleyben-Châteaulin-Porzay;53;Bretagne;1;2021-07;200067247;Realised;1200.0;Éolien;48.2166455285, -4.16674767247;29044
Grand-Fougeray;35;Ille-et-Vilaine;CC Bretagne porte de Loire Communauté;53;Bretagne;2;2021-07;200070662;Realised;12400.0;Éolien;47.7344338208, -1.72820099024;35124
Guerlédan;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;1;2021-07;200067460;Realised;9200.0;Éolien;48.1957524474, -2.9837108711;22158
Guéhenno;56;Morbihan;CC Centre Morbihan Communauté;53;Bretagne;2;2021-07;200067221;Realised;15600.0;Éolien;47.8922430084, -2.65141544204;56071
Irodouër;35;Ille-et-Vilaine;CC de Saint-Méen Montauban;53;Bretagne;1;2021-07;200038990;;;Éolien;48.246152189, -1.95021443067;35135
La Gacilly;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;1;2021-07;200066785;Realised;11980.0;Éolien;47.7728317091, -2.15651114837;56061
Landévennec;29;Finistère;CC Presqu'île de Crozon-Aulne maritime;53;Bretagne;1;2021-07;200066868;;;Éolien;48.2809218863, -4.31254922353;29104
Lanfains;22;Côtes-d'Armor;CA Saint-Brieuc Armor Agglomération;53;Bretagne;1;2021-07;200069409;Realised;7500.0;Éolien;48.3653621373, -2.91178425275;22099
Lannéanou;29;Finistère;CA Morlaix Communauté;53;Bretagne;1;2021-07;242900835;Realised;4000.0;Éolien;48.4980971712, -3.66516986251;29114
Lanrivain;22;Côtes-d'Armor;CC du Kreiz-Breizh (CCKB);53;Bretagne;1;2021-07;242200715;Realised;8500.0;Éolien;48.3590715356, -3.21502057949;22115
Larré;56;Morbihan;CC Questembert Communauté;53;Bretagne;1;2021-07;245614383;Realised;9200.0;Éolien;47.7158136416, -2.49456221297;56108
Lauzach;56;Morbihan;CC Questembert Communauté;53;Bretagne;1;2021-07;245614383;Realised;10000.0;Éolien;47.6111902718, -2.55589461102;56109
Le Mené;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;2;2021-07;200067460;Realised;9950.0;Éolien;48.2937312654, -2.52246803693;22046
Le Petit-Fougeray;35;Ille-et-Vilaine;CC Bretagne porte de Loire Communauté;53;Bretagne;1;2021-07;200070662;Realised;10000.0;Éolien;47.9280508952, -1.61613769556;35218
Lohuec;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;1;2021-07;200067981;Realised;9350.0;Éolien;48.4622299477, -3.52706033812;22132
Magoar;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;1;2021-07;200067981;Realised;5600.0;Éolien;48.4014791797, -3.17683150535;22139
Maël-Pestivien;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;1;2021-07;200067981;Realised;5600.0;Éolien;48.4041439455, -3.29047753101;22138
Montauban-de-Bretagne;35;Ille-et-Vilaine;CC de Saint-Méen Montauban;53;Bretagne;2;2021-07;200038990;;;Éolien;48.2028996948, -2.06476180878;35184
Muzillac;56;Morbihan;CC Arc Sud Bretagne;53;Bretagne;1;2021-07;200027027;Realised;10020.0;Éolien;47.5547990071, -2.47313130571;56143
Ménéac;56;Morbihan;CC Ploërmel Communauté;53;Bretagne;2;2021-07;200066777;Realised;17600.0;Éolien;48.1310055293, -2.45348998168;56129
Plonéis;29;Finistère;CA Quimper Bretagne Occidentale;53;Bretagne;1;2021-07;200068120;;;Éolien;48.0113210792, -4.20934732708;29173
Plonéour-Lanvern;29;Finistère;CC du Haut Pays Bigouden;53;Bretagne;1;2021-07;242900710;Realised;2300.0;Éolien;47.9084114652, -4.26536047982;29174
Ploudalmézeau;29;Finistère;CC du Pays d'Iroise;53;Bretagne;1;2021-07;242900074;Realised;9100.0;Éolien;48.5380194426, -4.66954529014;29178
Plouguin;29;Finistère;CC du Pays des Abers;53;Bretagne;2;2021-07;242900553;Realised;18000.0;Éolien;48.52926645, -4.59194113774;29196
Plouigneau;29;Finistère;CA Morlaix Communauté;53;Bretagne;2;2021-07;242900835;Realised;10016.0;Éolien;48.5736126699, -3.7040741716;29199
Plounévez-Quintin;22;Côtes-d'Armor;CC du Kreiz-Breizh (CCKB);53;Bretagne;1;2021-07;242200715;Realised;2000.0;Éolien;48.2853424694, -3.24078209284;22229
Plourin;29;Finistère;CC du Pays d'Iroise;53;Bretagne;2;2021-07;242900074;Realised;3410.0;Éolien;48.503013638, -4.68383669582;29208
Plouvien;29;Finistère;CC du Pays des Abers;53;Bretagne;1;2021-07;242900553;Realised;10400.0;Éolien;48.5390737689, -4.46505517448;29209
Pluzunet;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;1;2021-07;200065928;Realised;6000.0;Éolien;48.6363773229, -3.3712110927;22245
Pléchâtel;35;Ille-et-Vilaine;CC Bretagne porte de Loire Communauté;53;Bretagne;1;2021-07;200070662;Realised;4800.0;Éolien;47.8751941838, -1.73375846531;35221
Plémet;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;2;2021-07;200067460;Realised;20000.0;Éolien;48.1860837585, -2.5859903316;22183
Plémy;22;Côtes-d'Armor;CA de Lamballe Terre et Mer;53;Bretagne;1;2021-07;200069391;Realised;9300.0;Éolien;48.3378874008, -2.67639170288;22184
Pont-Melvez;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;2;2021-07;200067981;Realised;19500.0;Éolien;48.4740063925, -3.2849339382;22249
Saint-Alban;22;Côtes-d'Armor;CA de Lamballe Terre et Mer;53;Bretagne;1;2021-07;200069391;Realised;10000.0;Éolien;48.5551884911, -2.50893906207;22273
Saint-Caradec;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;1;2021-07;200067460;Realised;6150.0;Éolien;48.1922379278, -2.86751466131;22279
Saint-Congard;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;1;2021-07;200066785;Realised;8200.0;Éolien;47.7680806028, -2.32893095384;56211
Saint-Gildas;22;Côtes-d'Armor;CA Saint-Brieuc Armor Agglomération;53;Bretagne;1;2021-07;200069409;Realised;9200.0;Éolien;48.4221536178, -3.00656525522;22291
Saint-Servais;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;1;2021-07;200067981;Realised;5600.0;Éolien;48.3866899196, -3.37424456505;22328
Saint-Servant;56;Morbihan;CC Ploërmel Communauté;53;Bretagne;1;2021-07;200066777;Realised;12000.0;Éolien;47.89876779, -2.5120013112;56236
Sainte-Marie;35;Ille-et-Vilaine;CA Redon Agglomération;53;Bretagne;1;2021-07;243500741;Realised;1250.0;Éolien;47.6935116851, -2.01321068932;35294
Silfiac;56;Morbihan;CC Pontivy Communauté;53;Bretagne;1;2021-07;245614433;Realised;3200.0;Éolien;48.1449436665, -3.17252446086;56245
Séglien;56;Morbihan;CC Pontivy Communauté;53;Bretagne;1;2021-07;245614433;Realised;9000.0;Éolien;48.102365362, -3.15150581727;56242
Teillay;35;Ille-et-Vilaine;CC Bretagne porte de Loire Communauté;53;Bretagne;1;2021-07;200070662;Realised;8000.0;Éolien;47.8077925322, -1.5223130707;35332
Trébry;22;Côtes-d'Armor;CA de Lamballe Terre et Mer;53;Bretagne;1;2021-07;200069391;Realised;9000.0;Éolien;48.3456919515, -2.55853331378;22345
Val d'Anast;35;Ille-et-Vilaine;CC Vallons de Haute-Bretagne Communauté;53;Bretagne;1;2021-07;200043990;Realised;8000.0;Éolien;47.8971012974, -1.99867854689;35168
Montauban-de-Bretagne;35;Ille-et-Vilaine;CC de Saint-Méen Montauban;53;Bretagne;2;2018-12;200038990;;;Éolien;48.2028996948, -2.06476180878;35184
Ménéac;56;Morbihan;CC Ploërmel Communauté;53;Bretagne;2;2018-12;200066777;Realised;17600.0;Éolien;48.1310055293, -2.45348998168;56129
Montreuil-des-Landes;35;Ille-et-Vilaine;CA Vitré Communauté;53;Bretagne;1;2019-12;200039022;Realised;12000.0;Éolien;48.2507630076, -1.22879248978;35192
Médréac;35;Ille-et-Vilaine;CC de Saint-Méen Montauban;53;Bretagne;1;2019-12;200038990;;;Éolien;48.2612561283, -2.06133339808;35171
Noyal-Muzillac;56;Morbihan;CC Arc Sud Bretagne;53;Bretagne;1;2019-12;200027027;;;Éolien;47.5996326601, -2.45965724155;56149
Plestan;22;Côtes-d'Armor;CA de Lamballe Terre et Mer;53;Bretagne;2;2019-12;200069391;;;Éolien;48.4145560996, -2.44084892144;22193
Pleugriffet;56;Morbihan;CC Pontivy Communauté;53;Bretagne;1;2019-12;245614433;Realised;10000.0;Éolien;47.9938347053, -2.69149691604;56160
Pleyber-Christ;29;Finistère;CA Morlaix Communauté;53;Bretagne;1;2019-12;242900835;Realised;8100.0;Éolien;48.5106294625, -3.87174749946;29163
Ploudalmézeau;29;Finistère;CC du Pays d'Iroise;53;Bretagne;1;2019-12;242900074;Realised;9100.0;Éolien;48.5380194426, -4.66954529014;29178
Plougras;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;1;2019-12;200065928;Realised;6000.0;Éolien;48.4964328915, -3.56487485198;22217
Plouguin;29;Finistère;CC du Pays des Abers;53;Bretagne;2;2019-12;242900553;Realised;18000.0;Éolien;48.52926645, -4.59194113774;29196
Plouigneau;29;Finistère;CA Morlaix Communauté;53;Bretagne;1;2019-12;242900835;;;Éolien;48.5736126699, -3.7040741716;29199
Ploulec'h;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;1;2019-12;200065928;;;Éolien;48.7189901633, -3.50164887821;22224
Ploumagoar;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;2;2019-12;200067981;;;Éolien;48.5304587178, -3.109565675;22225
Plouyé;29;Finistère;CC Monts d'Arrée Communauté;53;Bretagne;1;2019-12;200067197;Realised;9200.0;Éolien;48.3207546118, -3.73395205776;29211
Ploërdut;56;Morbihan;CC Roi Morvan Communauté;53;Bretagne;1;2019-12;245614417;;;Éolien;48.092400423, -3.28849567828;56163
Plumieux;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;1;2019-12;200067460;Realised;8000.0;Éolien;48.1061077392, -2.59155562582;22241
Plémet;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;2;2019-12;200067460;Realised;20000.0;Éolien;48.1860837585, -2.5859903316;22183
Pont-Melvez;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;2;2019-12;200067981;Realised;19500.0;Éolien;48.4740063925, -3.2849339382;22249
Saint-Alban;22;Côtes-d'Armor;CA de Lamballe Terre et Mer;53;Bretagne;1;2019-12;200069391;Realised;10000.0;Éolien;48.5551884911, -2.50893906207;22273
Saint-Donan;22;Côtes-d'Armor;CA Saint-Brieuc Armor Agglomération;53;Bretagne;1;2019-12;200069409;;;Éolien;48.4657753573, -2.8865935093;22287
Saint-Martin-sur-Oust;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;1;2019-12;200066785;Realised;9000.0;Éolien;47.7625644099, -2.26391469379;56229
Saint-Méloir-des-Ondes;35;Ille-et-Vilaine;CA du Pays de Saint Malo Agglomération;53;Bretagne;1;2019-12;243500782;;;Éolien;48.6387125438, -1.90517612803;35299
Saint-Thégonnec Loc-Eguiner;29;Finistère;CA Morlaix Communauté;53;Bretagne;1;2019-12;242900835;Realised;4000.0;Éolien;48.5113171528, -3.93813377559;29266
Sibiril;29;Finistère;CC Haut-Léon Communauté;53;Bretagne;1;2019-12;200067072;;;Éolien;48.6638575511, -4.07209865106;29276
Silfiac;56;Morbihan;CC Pontivy Communauté;53;Bretagne;1;2019-12;245614433;Realised;3200.0;Éolien;48.1449436665, -3.17252446086;56245
Tinténiac;35;Ille-et-Vilaine;CC Bretagne Romantique;53;Bretagne;1;2019-12;243500733;;;Éolien;48.3231993668, -1.83043308458;35337
Trébry;22;Côtes-d'Armor;CA de Lamballe Terre et Mer;53;Bretagne;1;2019-12;200069391;Realised;9000.0;Éolien;48.3456919515, -2.55853331378;22345
Trémeheuc;35;Ille-et-Vilaine;CC Bretagne Romantique;53;Bretagne;1;2019-12;243500733;Realised;12000.0;Éolien;48.4389203583, -1.69745222978;35342
Val d'Anast;35;Ille-et-Vilaine;CC Vallons de Haute-Bretagne Communauté;53;Bretagne;1;2019-12;200043990;Realised;8000.0;Éolien;47.8971012974, -1.99867854689;35168
Ambon;56;Morbihan;CC Arc Sud Bretagne;53;Bretagne;1;2020-12;200027027;Realised;10020.0;Éolien;47.5570972136, -2.54057380669;56002
Bourbriac;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;1;2020-12;200067981;Realised;10000.0;Éolien;48.465978498, -3.19983137965;22013
Cast;29;Finistère;CC Pleyben-Châteaulin-Porzay;53;Bretagne;3;2020-12;200067247;Realised;20000.0;Éolien;48.1490980732, -4.11928421519;29025
Cruguel;56;Morbihan;CC Ploërmel Communauté;53;Bretagne;1;2020-12;200066777;Realised;12000.0;Éolien;47.8775619552, -2.59076740576;56051
Crédin;56;Morbihan;CC Pontivy Communauté;53;Bretagne;2;2020-12;245614433;Realised;20000.0;Éolien;48.0385062482, -2.76505746928;56047
Dirinon;29;Finistère;CC du Pays de Landerneau-Daoulas;53;Bretagne;1;2020-12;242900801;Realised;1700.0;Éolien;48.4011232723, -4.26930832464;29045
Forges de Lanouée;56;Morbihan;CC Ploërmel Communauté;53;Bretagne;1;2020-12;200066777;Realised;8000.0;Éolien;47.9872211991, -2.57567607546;56102
Guern;56;Morbihan;CC Pontivy Communauté;53;Bretagne;1;2020-12;245614433;Realised;8000.0;Éolien;48.034812094, -3.10210819961;56076
Guimaëc;29;Finistère;CA Morlaix Communauté;53;Bretagne;1;2020-12;242900835;;;Éolien;48.6787759026, -3.7057088823;29073
Guéhenno;56;Morbihan;CC Centre Morbihan Communauté;53;Bretagne;2;2020-12;200067221;Realised;15600.0;Éolien;47.8922430084, -2.65141544204;56071
Irodouër;35;Ille-et-Vilaine;CC de Saint-Méen Montauban;53;Bretagne;1;2020-12;200038990;;;Éolien;48.246152189, -1.95021443067;35135
Kergrist;56;Morbihan;CC Pontivy Communauté;53;Bretagne;3;2020-12;245614433;Realised;19698.0;Éolien;48.1472818466, -2.92787554336;56093
La Bouëxière;35;Ille-et-Vilaine;CC Liffré-Cormier Communauté;53;Bretagne;1;2020-12;243500774;;;Éolien;48.1743733249, -1.43646357128;35031
La Chapelle-Neuve;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;1;2020-12;200067981;Realised;4800.0;Éolien;48.4656069567, -3.4406776147;22037
Lanfains;22;Côtes-d'Armor;CA Saint-Brieuc Armor Agglomération;53;Bretagne;1;2020-12;200069409;Realised;7500.0;Éolien;48.3653621373, -2.91178425275;22099
Lauzach;56;Morbihan;CC Questembert Communauté;53;Bretagne;1;2020-12;245614383;Realised;10000.0;Éolien;47.6111902718, -2.55589461102;56109
Le Rheu;35;Ille-et-Vilaine;Rennes Métropole;53;Bretagne;1;2020-12;243500139;;;Éolien;48.097397419, -1.78149989185;35240
Les Fougerêts;56;Morbihan;CA Redon Agglomération;53;Bretagne;1;2020-12;243500741;Realised;12000.0;Éolien;47.7480373026, -2.19710765653;56060
Louargat;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;1;2020-12;200067981;;;Éolien;48.5612002546, -3.34101341684;22135
Mahalon;29;Finistère;CC Cap Sizun - Pointe du Raz;53;Bretagne;1;2020-12;242900629;Realised;6000.0;Éolien;48.0273634035, -4.41897227168;29143
Mauron;56;Morbihan;CC Ploërmel Communauté;53;Bretagne;1;2020-12;200066777;Realised;10000.0;Éolien;48.0820059121, -2.30432452661;56127
Melgven;29;Finistère;CA Concarneau Cornouaille Agglomération;53;Bretagne;1;2020-12;242900769;Realised;6000.0;Éolien;47.9129471121, -3.84206992486;29146
Montauban-de-Bretagne;35;Ille-et-Vilaine;CC de Saint-Méen Montauban;53;Bretagne;2;2020-12;200038990;;;Éolien;48.2028996948, -2.06476180878;35184
Montreuil-le-Gast;35;Ille-et-Vilaine;CC du Val d'Ille-Aubigné;53;Bretagne;1;2020-12;243500667;;;Éolien;48.2442583442, -1.72080742537;35193
Pleugriffet;56;Morbihan;CC Pontivy Communauté;53;Bretagne;1;2020-12;245614433;Realised;10000.0;Éolien;47.9938347053, -2.69149691604;56160
Pleyber-Christ;29;Finistère;CA Morlaix Communauté;53;Bretagne;1;2020-12;242900835;Realised;8100.0;Éolien;48.5106294625, -3.87174749946;29163
Plonéis;29;Finistère;CA Quimper Bretagne Occidentale;53;Bretagne;1;2020-12;200068120;;;Éolien;48.0113210792, -4.20934732708;29173
Plonéour-Lanvern;29;Finistère;CC du Haut Pays Bigouden;53;Bretagne;1;2020-12;242900710;Realised;2300.0;Éolien;47.9084114652, -4.26536047982;29174
Plouarzel;29;Finistère;CC du Pays d'Iroise;53;Bretagne;2;2020-12;242900074;Realised;6700.0;Éolien;48.4388139541, -4.72098791588;29177
Ploudalmézeau;29;Finistère;CC du Pays d'Iroise;53;Bretagne;1;2020-12;242900074;Realised;9100.0;Éolien;48.5380194426, -4.66954529014;29178
Plougras;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;1;2020-12;200065928;Realised;6000.0;Éolien;48.4964328915, -3.56487485198;22217
Plouider;29;Finistère;CC Communauté Lesneven Côte des Légendes;53;Bretagne;1;2020-12;242900793;;;Éolien;48.602186011, -4.29367754752;29198
Ploumoguer;29;Finistère;CC du Pays d'Iroise;53;Bretagne;1;2020-12;242900074;Realised;5250.0;Éolien;48.3995302533, -4.71529077573;29201
Plourin;29;Finistère;CC du Pays d'Iroise;53;Bretagne;2;2020-12;242900074;Realised;3410.0;Éolien;48.503013638, -4.68383669582;29208
Plouyé;29;Finistère;CC Monts d'Arrée Communauté;53;Bretagne;1;2020-12;200067197;Realised;9200.0;Éolien;48.3207546118, -3.73395205776;29211
Pluzunet;22;Côtes-d'Armor;CA Lannion-Trégor Communauté;53;Bretagne;1;2020-12;200065928;Realised;6000.0;Éolien;48.6363773229, -3.3712110927;22245
Plémy;22;Côtes-d'Armor;CA de Lamballe Terre et Mer;53;Bretagne;1;2020-12;200069391;Realised;9300.0;Éolien;48.3378874008, -2.67639170288;22184
Pont-Melvez;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;2;2020-12;200067981;Realised;19500.0;Éolien;48.4740063925, -3.2849339382;22249
Ruffiac;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;1;2020-12;200066785;Realised;8000.0;Éolien;47.8135299611, -2.28477717582;56200
Saint-Congard;56;Morbihan;CC de l'Oust à Brocéliande;53;Bretagne;1;2020-12;200066785;Realised;8200.0;Éolien;47.7680806028, -2.32893095384;56211
Saint-Coulitz;29;Finistère;CC Pleyben-Châteaulin-Porzay;53;Bretagne;1;2020-12;200067247;Realised;8000.0;Éolien;48.1819241474, -4.06727219736;29243
Saint-Gildas;22;Côtes-d'Armor;CA Saint-Brieuc Armor Agglomération;53;Bretagne;1;2020-12;200069409;Realised;9200.0;Éolien;48.4221536178, -3.00656525522;22291
Saint-Malo-des-Trois-Fontaines;56;Morbihan;CC Ploërmel Communauté;53;Bretagne;1;2020-12;200066777;Realised;10000.0;Éolien;48.0174200107, -2.46820100361;56227
Saint-Uniac;35;Ille-et-Vilaine;CC de Saint-Méen Montauban;53;Bretagne;1;2020-12;200038990;;;Éolien;48.1669783756, -2.03378556474;35320
Scaër;29;Finistère;CA Quimperlé Communauté;53;Bretagne;3;2020-12;242900694;Realised;29950.0;Éolien;48.0279903072, -3.73073835764;29274
Sibiril;29;Finistère;CC Haut-Léon Communauté;53;Bretagne;1;2020-12;200067072;;;Éolien;48.6638575511, -4.07209865106;29276
Séglien;56;Morbihan;CC Pontivy Communauté;53;Bretagne;1;2020-12;245614433;Realised;9000.0;Éolien;48.102365362, -3.15150581727;56242
Treffendel;35;Ille-et-Vilaine;CC de Brocéliande;53;Bretagne;1;2020-12;243500618;Realised;8200.0;Éolien;48.0313953352, -2.00818373637;35340
Trébry;22;Côtes-d'Armor;CA de Lamballe Terre et Mer;53;Bretagne;1;2020-12;200069391;Realised;9000.0;Éolien;48.3456919515, -2.55853331378;22345
Val d'Anast;35;Ille-et-Vilaine;CC Vallons de Haute-Bretagne Communauté;53;Bretagne;1;2020-12;200043990;Realised;8000.0;Éolien;47.8971012974, -1.99867854689;35168
Ambon;56;Morbihan;CC Arc Sud Bretagne;53;Bretagne;1;2021-07;200027027;Realised;10020.0;Éolien;47.5570972136, -2.54057380669;56002
Beuzec-Cap-Sizun;29;Finistère;CC Cap Sizun - Pointe du Raz;53;Bretagne;1;2021-07;242900629;Realised;1500.0;Éolien;48.0717542642, -4.50670939299;29008
Bignan;56;Morbihan;CC Centre Morbihan Communauté;53;Bretagne;1;2021-07;200067221;Realised;2400.0;Éolien;47.8771804702, -2.75915073091;56017
Broons;22;Côtes-d'Armor;CA Dinan Agglomération;53;Bretagne;2;2021-07;200068989;Realised;14100.0;Éolien;48.3108134882, -2.24133807266;22020
Caurel;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;1;2021-07;200067460;Realised;4245.0;Éolien;48.2174929186, -3.03912120085;22033
Coësmes;35;Ille-et-Vilaine;CC Roche aux Fées Communauté;53;Bretagne;2;2021-07;243500634;Realised;18000.0;Éolien;47.8725233348, -1.41640449384;35082
Cruguel;56;Morbihan;CC Ploërmel Communauté;53;Bretagne;1;2021-07;200066777;Realised;12000.0;Éolien;47.8775619552, -2.59076740576;56051
Dirinon;29;Finistère;CC du Pays de Landerneau-Daoulas;53;Bretagne;1;2021-07;242900801;Realised;1700.0;Éolien;48.4011232723, -4.26930832464;29045
Ergué-Gabéric;29;Finistère;CA Quimper Bretagne Occidentale;53;Bretagne;1;2021-07;200068120;;;Éolien;48.0120306692, -4.0074505723;29051
Gosné;35;Ille-et-Vilaine;CC Liffré-Cormier Communauté;53;Bretagne;1;2021-07;243500774;;;Éolien;48.2503523895, -1.45860853595;35121
Goulien;29;Finistère;CC Cap Sizun - Pointe du Raz;53;Bretagne;1;2021-07;242900629;Realised;6400.0;Éolien;48.0579729785, -4.59260441586;29063
Gueltas;56;Morbihan;CC Pontivy Communauté;53;Bretagne;1;2021-07;245614433;Realised;9000.0;Éolien;48.0920646623, -2.80987346419;56072
Guern;56;Morbihan;CC Pontivy Communauté;53;Bretagne;1;2021-07;245614433;Realised;8000.0;Éolien;48.034812094, -3.10210819961;56076
Guiler-sur-Goyen;29;Finistère;CC du Haut Pays Bigouden;53;Bretagne;1;2021-07;242900710;Realised;6000.0;Éolien;48.0170524015, -4.36131542798;29070
Guimaëc;29;Finistère;CA Morlaix Communauté;53;Bretagne;1;2021-07;242900835;;;Éolien;48.6787759026, -3.7057088823;29073
Guégon;56;Morbihan;CC Ploërmel Communauté;53;Bretagne;1;2021-07;200066777;Realised;10000.0;Éolien;47.9255876007, -2.58638209695;56070
La Bouëxière;35;Ille-et-Vilaine;CC Liffré-Cormier Communauté;53;Bretagne;1;2021-07;243500774;;;Éolien;48.1743733249, -1.43646357128;35031
Lamballe-Armor;22;Côtes-d'Armor;CA de Lamballe Terre et Mer;53;Bretagne;3;2021-07;200069391;Realised;13900.0;Éolien;48.4684404751, -2.49534815954;22093
Langoëlan;56;Morbihan;CC Roi Morvan Communauté;53;Bretagne;1;2021-07;245614417;Realised;1800.0;Éolien;48.1207904206, -3.23318501887;56099
Le Haut-Corlay;22;Côtes-d'Armor;CC Loudéac Communauté - Bretagne Centre;53;Bretagne;1;2021-07;200067460;Realised;9000.0;Éolien;48.3406704165, -3.03202477497;22074
Montreuil-le-Gast;35;Ille-et-Vilaine;CC du Val d'Ille-Aubigné;53;Bretagne;1;2021-07;243500667;;;Éolien;48.2442583442, -1.72080742537;35193
Moustéru;22;Côtes-d'Armor;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;53;Bretagne;2;2021-07;200067981;Realised;16000.0;Éolien;48.5285458399, -3.23462058455;22156
Parcé;35;Ille-et-Vilaine;CA Fougères Agglomération;53;Bretagne;1;2021-07;200072452;;;Éolien;48.2710203075, -1.19491182796;35214
Plaintel;22;Côtes-d'Armor;CA Saint-Brieuc Armor Agglomération;53;Bretagne;1;2021-07;200069409;;;Éolien;48.4105972441, -2.81039949193;22171
Pleugriffet;56;Morbihan;CC Pontivy Communauté;53;Bretagne;1;2021-07;245614433;Realised;10000.0;Éolien;47.9938347053, -2.69149691604;56160
